Studentid,firstname,lastname,email,Date of Exam,Marks,Percentage,City,Country,Country Code
160,Suzette,Pulsifer,Suzette.Pulsifer@yopmail.com,1920-08-10,119,51.9162,Seattle,Singapore,SV
161,Corina,Bach,Corina.Bach@yopmail.com,1963-08-20,632,97.5138,Punta Arenas,Tonga,MU
162,Marika,Margarete,Marika.Margarete@yopmail.com,1991-05-24,578,84.7901,Yamoussoukro,Eritrea,GL
163,Briney,Borrell,Briney.Borrell@yopmail.com,1947-11-07,624,97.4455,Monaco,Slovakia,PY
164,Brianna,Orelee,Brianna.Orelee@yopmail.com,1970-10-04,591,59.052,Munich,RWANDA,MW
165,Elsie,Anestassia,Elsie.Anestassia@yopmail.com,1945-09-10,861,97.532,San Francisco,Senegal,JP
166,Gusty,Alabaster,Gusty.Alabaster@yopmail.com,1909-06-14,504,94.4453,El Aaiún,Turkmenistan,CK
167,Queenie,Goddard,Queenie.Goddard@yopmail.com,1937-01-04,920,92.4433,Wollongong,Latvia,BJ
168,Belinda,Manolo,Belinda.Manolo@yopmail.com,2014-07-29,719,53.9172,Curitiba,Mongolia,NE
169,Penelopa,Pip,Penelopa.Pip@yopmail.com,1901-06-26,502,70.2128,Anchorage,Anguilla,SR
170,Ada,Dichy,Ada.Dichy@yopmail.com,2003-08-10,391,81.8008,Port of Spain,Qatar,AT
171,Karolina,Hortensia,Karolina.Hortensia@yopmail.com,1914-08-18,580,54.854,Jersey City,Denmark,BM
172,Wynne,Curren,Wynne.Curren@yopmail.com,2006-01-07,146,58.2179,Denver,Angola,FI
173,Michaelina,Adamsen,Michaelina.Adamsen@yopmail.com,1956-05-01,17,76.5349,Austin,Saint Helena,AL
174,Raf,Bartlett,Raf.Bartlett@yopmail.com,2000-04-11,425,70.9292,Managua,Benin,GE
175,Jasmina,Weaks,Jasmina.Weaks@yopmail.com,1936-05-22,920,48.7057,Boston,Saint Helena,BR
176,Darlleen,Giule,Darlleen.Giule@yopmail.com,2009-01-18,157,78.6408,Jinan,Sao Tome and Principe,UG
177,Tatiania,Shanley,Tatiania.Shanley@yopmail.com,1977-12-17,198,99.8685,Oklahoma City,Malaysia,NC
178,Fanny,Toffic,Fanny.Toffic@yopmail.com,1983-03-30,240,100.0302,Basra,Ukraine,GB
179,Lolita,Phyllis,Lolita.Phyllis@yopmail.com,1914-10-02,975,68.2359,Pyongyang,Belarus,CF
180,Ida,Gordon,Ida.Gordon@yopmail.com,1974-08-26,944,96.4103,Macapá,Finland,CX
181,Shel,Grosz,Shel.Grosz@yopmail.com,1994-01-25,693,99.4827,Surat,Norway,AI
182,Ottilie,Eliathas,Ottilie.Eliathas@yopmail.com,1918-02-11,671,49.0942,Odessa,"Korea, Republic of",BA
183,Myriam,Ellerey,Myriam.Ellerey@yopmail.com,1997-03-12,33,34.2196,Stuttgart,Japan,EG
184,Taffy,Nedrud,Taffy.Nedrud@yopmail.com,1932-08-24,241,74.064,Cebu City,Somalia,GU
185,Gertrud,Mott,Gertrud.Mott@yopmail.com,1932-11-19,29,44.169,Changchun,Antigua and Barbuda,IM
186,Jordan,Thar,Jordan.Thar@yopmail.com,1908-11-13,324,67.057,San Carlos de Bariloche,Heard Island and Mcdonald Islands,BT
187,Rebeca,Charmine,Rebeca.Charmine@yopmail.com,2009-12-01,163,38.941,Gold Coast,Latvia,TR
188,Max,Gladstone,Max.Gladstone@yopmail.com,1981-12-23,182,38.418,Davao City,Panama,MC
189,Berget,Kylander,Berget.Kylander@yopmail.com,1942-07-29,92,76.4869,Timbuktu,French Southern Territories,GL
190,Harmonia,Dorcy,Harmonia.Dorcy@yopmail.com,1950-11-08,859,61.74,Anadyr (town),Saint Lucia,IE
191,Fanny,Martguerita,Fanny.Martguerita@yopmail.com,1975-07-03,262,99.4543,Tucson,"Moldova, Republic of",GL
192,Renae,Mike,Renae.Mike@yopmail.com,1964-02-02,482,95.7731,Lagos,Marshall Islands,AQ
193,Steffane,Cimbura,Steffane.Cimbura@yopmail.com,1908-10-26,949,57.8038,Rockhampton,Bulgaria,CI
194,Millie,Daegal,Millie.Daegal@yopmail.com,1966-09-29,119,35.1358,City of San Marino,Burkina Faso,GQ
195,Karina,Amethist,Karina.Amethist@yopmail.com,1923-12-13,857,59.6561,Faisalabad,Syrian Arab Republic,BS
196,Gabi,Orpah,Gabi.Orpah@yopmail.com,1972-04-07,126,54.3326,Belém,Belarus,PH
197,Jillayne,Holtz,Jillayne.Holtz@yopmail.com,1970-07-10,987,36.673,Weno,Albania,GG
198,Eve,Breed,Eve.Breed@yopmail.com,2009-11-09,738,72.5509,Hagåtña,Guinea-Bissau,GI
199,Dale,Guthrie,Dale.Guthrie@yopmail.com,1977-09-18,728,49.9343,Bursa,Haiti,MP
200,Laure,Colp,Laure.Colp@yopmail.com,2005-02-21,423,54.0694,Kandy,Sao Tome and Principe,CI
201,Letizia,Pitt,Letizia.Pitt@yopmail.com,2004-10-04,209,48.0623,Lahore,Ghana,JM
202,Joane,Kesley,Joane.Kesley@yopmail.com,1904-06-30,333,92.8199,Makassar,Saudi Arabia,TZ
203,Linzy,Kylander,Linzy.Kylander@yopmail.com,1938-12-27,16,85.7723,Prague,France,VI
204,Sadie,Wadell,Sadie.Wadell@yopmail.com,1984-01-27,85,60.9101,Istanbul,Venezuela,RU
205,Marika,Terrence,Marika.Terrence@yopmail.com,1969-09-03,876,90.7177,Basse-Terre,Estonia,AU
206,Aeriela,Malanie,Aeriela.Malanie@yopmail.com,1945-02-27,65,56.4333,Stockholm,Aruba,RW
207,Joelly,Florina,Joelly.Florina@yopmail.com,1904-12-13,578,44.1821,Adana,Åland Islands,LR
208,Sandie,Mallon,Sandie.Mallon@yopmail.com,1917-05-12,343,74.8521,Melekeok,Puerto Rico,GW
209,Alia,Jorgan,Alia.Jorgan@yopmail.com,1916-07-02,588,81.0366,Gaza,Philippines,DJ
210,Cecile,Tomasina,Cecile.Tomasina@yopmail.com,2007-01-14,647,76.2489,Monterrey,Sao Tome and Principe,JE
211,Cyb,Florina,Cyb.Florina@yopmail.com,2017-08-06,923,57.111,Moscow,Philippines,LK
212,Maurene,Joeann,Maurene.Joeann@yopmail.com,1925-01-26,878,87.0419,Graz,Portugal,MZ
213,Vonny,Kirstin,Vonny.Kirstin@yopmail.com,2000-11-11,606,44.4732,Omdurman,United Kingdom,AO
214,Sissy,Ehrman,Sissy.Ehrman@yopmail.com,1903-12-30,31,79.674,Hamilton,Mongolia,VE
215,Tressa,Isacco,Tressa.Isacco@yopmail.com,1980-08-04,705,51.7962,Ndola,Afghanistan,WF
216,Amii,Vilma,Amii.Vilma@yopmail.com,2008-08-20,679,88.4466,Tripoli,Norfolk Island,KP
217,Claresta,Catie,Claresta.Catie@yopmail.com,1951-08-12,811,99.6392,Cayenne,Libyan Arab Jamahiriya,NL
218,Zia,Gaulin,Zia.Gaulin@yopmail.com,1971-03-08,894,85.4004,Hyderabad,Yemen,NE
219,Mallory,Roxanna,Mallory.Roxanna@yopmail.com,1983-07-07,683,37.484,Buffalo,Germany,CG
220,Zsa Zsa,Ade,Zsa Zsa.Ade@yopmail.com,1909-12-27,253,51.5759,Puebla,Wallis and Futuna,MC
221,Rubie,Rozanna,Rubie.Rozanna@yopmail.com,1942-12-29,811,31.7639,Yerevan,Åland Islands,VC
222,Jinny,Dimitris,Jinny.Dimitris@yopmail.com,1981-02-20,73,94.9969,Puerto Williams,Heard Island and Mcdonald Islands,AS
223,Ursulina,Herrera,Ursulina.Herrera@yopmail.com,1962-07-30,780,58.2564,Arbil,Swaziland,WF
224,Caryl,Weide,Caryl.Weide@yopmail.com,1997-05-24,150,49.1148,Alor Star,Israel,MT
225,Maye,Lea,Maye.Lea@yopmail.com,2004-10-01,939,67.726,Cartagena,Falkland Islands (Malvinas),MZ
226,Ursulina,Peonir,Ursulina.Peonir@yopmail.com,2019-10-09,749,95.9078,Yamoussoukro,Finland,MV
227,Charmaine,Campball,Charmaine.Campball@yopmail.com,1945-03-11,656,54.8099,Sucre,Mali,MR
228,Nickie,Infield,Nickie.Infield@yopmail.com,1990-04-30,676,35.3878,Atlanta,"Tanzania, United Republic of",KP
229,Tarra,Brieta,Tarra.Brieta@yopmail.com,1944-09-27,291,76.118,Enugu,Trinidad and Tobago,BF
230,Dagmar,Nisbet,Dagmar.Nisbet@yopmail.com,1987-12-27,725,94.4163,Bratislava,Brunei Darussalam,FO
231,Wynne,Truc,Wynne.Truc@yopmail.com,1933-07-17,726,93.6654,Hanoi,Gabon,FK
232,Perry,Denis,Perry.Denis@yopmail.com,1926-07-31,209,45.627,Innsbruck,Slovakia,LC
233,Tina,Quent,Tina.Quent@yopmail.com,1996-12-15,273,66.9472,Cotonou,Denmark,AU
234,Alie,Joni,Alie.Joni@yopmail.com,1909-11-11,795,98.9455,Buenos Aires,Reunion,CX
235,Dominga,Hedve,Dominga.Hedve@yopmail.com,1978-10-09,492,56.8948,Toronto,Austria,DJ
236,Tarra,Lasley,Tarra.Lasley@yopmail.com,2001-12-26,696,54.5819,Port of Spain,Japan,FO
237,Zondra,Merell,Zondra.Merell@yopmail.com,1953-03-21,226,41.6938,Dunedin,Haiti,JP
238,Fayre,Francene,Fayre.Francene@yopmail.com,1967-05-13,494,78.7811,Dresden,Guinea-Bissau,TZ
239,Alleen,Lia,Alleen.Lia@yopmail.com,1953-05-29,647,69.7189,Xining,"Tanzania, United Republic of",TM
240,Raquela,Rese,Raquela.Rese@yopmail.com,1997-04-02,943,92.2812,Apia,Austria,PN
241,Cindelyn,McNully,Cindelyn.McNully@yopmail.com,1944-03-21,911,73.7313,Abidjan,French Southern Territories,AF
242,Katuscha,Hanshaw,Katuscha.Hanshaw@yopmail.com,2003-10-17,522,45.0851,Tallinn,Norway,BZ
243,Shandie,Holbrook,Shandie.Holbrook@yopmail.com,2014-07-13,898,48.4641,Tashkent,Philippines,UA
244,Kerrin,Means,Kerrin.Means@yopmail.com,1936-02-14,532,93.183,San Antonio,Cocos (Keeling) Islands,PG
245,Ernesta,Jerald,Ernesta.Jerald@yopmail.com,1988-05-06,686,92.6206,Buffalo,Christmas Island,CC
246,Daphne,Fitzsimmons,Daphne.Fitzsimmons@yopmail.com,1985-10-01,877,95.9727,Santo Domingo,Russian Federation,TK
247,Cecile,Jacobah,Cecile.Jacobah@yopmail.com,1993-12-29,187,71.324,Nouméa,Benin,CA
248,Beth,Cristi,Beth.Cristi@yopmail.com,1970-01-08,707,85.2155,Adamstown,Singapore,SY
249,Rosanne,Si,Rosanne.Si@yopmail.com,1915-05-17,484,64.5873,Luanda,Netherlands Antilles,ST
250,Riannon,Avi,Riannon.Avi@yopmail.com,2005-06-18,853,36.2712,Samara,Guinea,AE
251,Aurore,Killigrew,Aurore.Killigrew@yopmail.com,1954-08-21,892,69.1959,Detroit,Sweden,GL
252,Constance,Harriman,Constance.Harriman@yopmail.com,1920-09-15,576,30.8458,Porto,Sri Lanka,SA
253,Catrina,Brotherson,Catrina.Brotherson@yopmail.com,1956-02-14,546,40.0421,Hangzhou,Slovakia,BW
254,Chloris,August,Chloris.August@yopmail.com,1995-07-27,65,94.3262,Invercargill,Iceland,KE
255,Charlena,Arne,Charlena.Arne@yopmail.com,1994-07-26,494,100.9539,Harbin,Kazakhstan,CK
256,Kaja,Bryna,Kaja.Bryna@yopmail.com,2003-09-19,398,91.6457,Rabi Island,Holy See (Vatican City State),SA
257,Goldie,Berne,Goldie.Berne@yopmail.com,2019-01-23,589,80.3351,Wellington,Jordan,SE
258,Katuscha,Giff,Katuscha.Giff@yopmail.com,1941-05-19,926,78.6278,Cleveland,Mozambique,MH
259,Ermengarde,Gilbertson,Ermengarde.Gilbertson@yopmail.com,2016-05-28,29,94.5113,Gaziantep,Hungary,MO
260,Gloria,Helve,Gloria.Helve@yopmail.com,1996-11-23,79,75.1262,Bratsk,Samoa,BF
261,Jan,Bonucci,Jan.Bonucci@yopmail.com,1913-04-15,801,42.5225,Iqaluit,Pitcairn,CZ
262,Thalia,Shaddock,Thalia.Shaddock@yopmail.com,1905-07-15,628,72.5604,Xining,Afghanistan,PG
263,Dianemarie,Drus,Dianemarie.Drus@yopmail.com,1960-06-04,581,99.0053,Perm,Argentina,RW
264,Suzette,Killigrew,Suzette.Killigrew@yopmail.com,1934-03-08,356,33.1401,Arbil,San Marino,TM
265,Lauryn,Khorma,Lauryn.Khorma@yopmail.com,1939-05-31,924,93.823,Wuhan,Armenia,IQ
266,Alameda,Leifeste,Alameda.Leifeste@yopmail.com,1992-11-16,148,90.5358,Cincinnati,Dominica,SR
267,Almeta,Wenda,Almeta.Wenda@yopmail.com,2010-05-01,392,53.4488,Ashgabat,Iraq,KP
268,Jasmina,Armanda,Jasmina.Armanda@yopmail.com,1920-01-22,276,79.3238,Multan,Namibia,NZ
269,Sadie,Zrike,Sadie.Zrike@yopmail.com,1956-08-30,445,78.648,Leeds,French Guiana,SG
270,Edyth,Wallis,Edyth.Wallis@yopmail.com,1991-03-19,250,54.3202,El Paso,Sweden,KE
271,Wanda,Ax,Wanda.Ax@yopmail.com,2017-10-01,108,72.8869,Makassar,Saint Kitts and Nevis,HM
272,Corry,Velick,Corry.Velick@yopmail.com,1933-02-14,995,61.0937,Wellington,Uzbekistan,BA
273,Jenda,Gordon,Jenda.Gordon@yopmail.com,1954-06-23,680,81.1657,Portland,Kenya,BH
274,Carree,Alejoa,Carree.Alejoa@yopmail.com,1926-09-10,147,81.6979,Baghdad,Hong Kong,ZA
275,Amelia,Delacourt,Amelia.Delacourt@yopmail.com,1959-06-28,922,56.026,Montevideo,Spain,AG
276,Shell,Burkle,Shell.Burkle@yopmail.com,1957-11-17,816,99.9618,Taichung,Sao Tome and Principe,DM
277,Ashlee,Han,Ashlee.Han@yopmail.com,1902-03-06,573,36.2929,Porto-Novo,Antarctica,SY
278,Drucie,Yam,Drucie.Yam@yopmail.com,1963-09-16,974,87.7856,Leeds,Guam,GI
279,Joy,Fabiola,Joy.Fabiola@yopmail.com,1927-01-09,456,74.2896,London,India,AS
280,Elfreda,Cutlerr,Elfreda.Cutlerr@yopmail.com,1949-05-21,796,35.6124,Asunción,Italy,NE
281,Margette,Creamer,Margette.Creamer@yopmail.com,1976-08-19,947,88.3756,Pretoria,Brunei Darussalam,AE
282,Vere,Paine,Vere.Paine@yopmail.com,2010-07-12,79,100.8026,Durango,Kazakhstan,TN
283,Augustine,Felecia,Augustine.Felecia@yopmail.com,1974-05-16,21,39.2495,Punta Arenas,Malaysia,SK
284,Larine,Dorothy,Larine.Dorothy@yopmail.com,1999-02-12,256,100.5044,Providence,Solomon Islands,CK
285,Binny,Libna,Binny.Libna@yopmail.com,1925-07-02,439,93.2882,Gaborone,Romania,ZM
286,Jackie,Jarib,Jackie.Jarib@yopmail.com,1979-07-05,888,66.9443,Seville,Romania,YE
287,Carmencita,Sidonius,Carmencita.Sidonius@yopmail.com,1918-01-08,964,65.1118,Konya,Maldives,CA
288,Nanete,Evvie,Nanete.Evvie@yopmail.com,1944-04-14,535,86.4243,Surat,"Virgin Islands, British",KG
289,Lizzie,Guildroy,Lizzie.Guildroy@yopmail.com,1943-03-29,375,44.8336,Anchorage,Guernsey,MC
290,Moyna,Tice,Moyna.Tice@yopmail.com,1974-01-25,157,100.6981,Seville,Mayotte,ES
291,Joeann,Bibi,Joeann.Bibi@yopmail.com,1940-06-27,70,31.8943,Saskatoon,Uganda,CH
292,Laure,Tippets,Laure.Tippets@yopmail.com,1957-08-09,485,90.4079,Zanzibar City,Christmas Island,PT
293,Alyssa,Frodi,Alyssa.Frodi@yopmail.com,2011-09-07,184,38.5029,Guatemala City,Bangladesh,NZ
294,Emma,Korey,Emma.Korey@yopmail.com,1922-11-08,1,61.2139,Willemstad,"Congo, The Democratic Republic of the",FI
295,Ursulina,Ventre,Ursulina.Ventre@yopmail.com,1927-05-15,488,52.1863,Gaziantep,Faroe Islands,UM
296,Collen,Mallon,Collen.Mallon@yopmail.com,1929-06-22,704,34.6585,Portland,Thailand,MA
297,Marleah,Lorenz,Marleah.Lorenz@yopmail.com,1973-07-30,756,96.61,Vientiane,Panama,GM
298,Max,Sancho,Max.Sancho@yopmail.com,1941-08-24,801,89.8597,Cleveland,Sudan,MS
299,Jobi,Egbert,Jobi.Egbert@yopmail.com,1996-05-07,672,86.1497,Chicago,Sao Tome and Principe,GE
300,Gratia,Harl,Gratia.Harl@yopmail.com,1915-04-25,577,93.1072,Tel Aviv,Liechtenstein,PL
301,Clarice,Eckblad,Clarice.Eckblad@yopmail.com,1950-04-24,941,34.3616,Cork (city),Belarus,BJ
302,Lauryn,Swigart,Lauryn.Swigart@yopmail.com,2009-01-19,865,67.8657,Oranjestad,Guyana,TC
303,Meghann,Amasa,Meghann.Amasa@yopmail.com,1900-10-28,483,88.15,Kobe,Portugal,GI
304,Imojean,Pascia,Imojean.Pascia@yopmail.com,1909-08-02,929,64.4431,Jaipur,Gambia,GM
305,Sallie,Bandeen,Sallie.Bandeen@yopmail.com,1928-09-12,807,47.0914,Saint John,Latvia,PS
306,Raina,Masao,Raina.Masao@yopmail.com,1911-10-26,50,90.524,Christchurch,Japan,AO
307,Ayn,Monaco,Ayn.Monaco@yopmail.com,1975-08-24,810,98.2992,Adelaide,Fiji,CK
308,Jan,Pearse,Jan.Pearse@yopmail.com,1954-09-29,309,72.5404,Luxor,Saudi Arabia,RW
309,Marline,Raffo,Marline.Raffo@yopmail.com,1939-12-11,546,46.2548,Invercargill,Fiji,SM
310,Brooks,Hunfredo,Brooks.Hunfredo@yopmail.com,1984-07-31,870,45.6133,Sana'a,"Virgin Islands, British",HR
311,Kristan,Casimir,Kristan.Casimir@yopmail.com,1949-08-03,778,50.1207,Mersin,Albania,MV
312,Ketti,Roxanna,Ketti.Roxanna@yopmail.com,1959-07-18,912,42.3385,Denpasar,Saudi Arabia,LA
313,Pollyanna,Esmaria,Pollyanna.Esmaria@yopmail.com,1908-09-08,503,58.8895,San Diego,Dominican Republic,NF
314,Chere,Karylin,Chere.Karylin@yopmail.com,1923-03-06,153,80.7344,Bissau,Zimbabwe,LR
315,Justinn,Macey,Justinn.Macey@yopmail.com,1984-10-10,12,72.6675,Baghdad,Cambodia,GF
316,Ernesta,Bergman,Ernesta.Bergman@yopmail.com,2010-03-26,937,73.0137,Bangkok,Uganda,GY
317,Bobbi,Allys,Bobbi.Allys@yopmail.com,1926-02-07,565,99.069,Sana'a,Romania,TV
318,Georgetta,Fadiman,Georgetta.Fadiman@yopmail.com,2006-07-26,938,57.1509,Frankfurt,Somalia,AE
319,Myrtice,Ader,Myrtice.Ader@yopmail.com,1973-01-27,501,93.2039,Kraków,Niue,BA
320,Zia,Maurine,Zia.Maurine@yopmail.com,1953-01-12,473,62.2493,Charlottetown,Guyana,AF
321,Roseline,Hutchison,Roseline.Hutchison@yopmail.com,1974-07-18,669,63.9207,Malmö,United States,MU
322,Jemie,Romelda,Jemie.Romelda@yopmail.com,1941-06-24,412,35.2059,Kano,Burkina Faso,BM
323,Gale,Lemuela,Gale.Lemuela@yopmail.com,1978-09-19,743,90.9812,Serekunda,Albania,UZ
324,Merry,Henebry,Merry.Henebry@yopmail.com,1968-11-18,989,39.0884,Tamale,Honduras,TW
325,Charmaine,Horan,Charmaine.Horan@yopmail.com,1999-12-04,162,72.5215,Regina,Jamaica,TL
326,Coral,Wildermuth,Coral.Wildermuth@yopmail.com,2002-11-10,856,74.8577,Düsseldorf,Haiti,KN
327,Chloris,Bandeen,Chloris.Bandeen@yopmail.com,1965-03-20,425,67.5871,Asmara,Belarus,CZ
328,Renae,Tillford,Renae.Tillford@yopmail.com,1995-10-13,828,75.8436,Harare,Fiji,IT
329,Dominga,Delacourt,Dominga.Delacourt@yopmail.com,2004-11-27,161,52.7481,Porto Alegre,Cyprus,WF
330,Roberta,Olympium,Roberta.Olympium@yopmail.com,1972-08-20,126,86.7727,Athens,Liechtenstein,UZ
331,Randa,Yam,Randa.Yam@yopmail.com,2006-05-21,309,97.9755,Porto,Australia,LT
332,Paule,Mauer,Paule.Mauer@yopmail.com,2009-12-26,951,68.7426,Nizhny Novgorod,Finland,SB
333,Chandra,Weide,Chandra.Weide@yopmail.com,1922-10-19,694,51.9614,Ahmedabad,Montserrat,SY
334,Augustine,Weide,Augustine.Weide@yopmail.com,1922-12-10,601,94.1111,Lucknow,Papua New Guinea,AF
335,Nelle,Tjon,Nelle.Tjon@yopmail.com,1996-11-14,735,31.8526,Handan,Turks and Caicos Islands,TJ
